name,score1,score2,moves1,moves2,time1,time2
Max - Gain | VERTICAL - HORIZONTAL,1029,1014,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,989,997,187,186,0,0
Gain - Max | VERTICAL - HORIZONTAL,811,788,139,138,0,1
Avg - Gain | HORIZONTAL - VERTICAL,1040,1003,200,199,1,0
Avg - Gain | VERTICAL - HORIZONTAL,1025,984,196,195,0,2
Gain - Avg | HORIZONTAL - VERTICAL,950,987,185,184,0,0
Gain - Avg | VERTICAL - HORIZONTAL,922,929,172,171,0,2
Avg - Max | HORIZONTAL - VERTICAL,1030,1013,200,199,1,0
Avg - Max | VERTICAL - HORIZONTAL,1030,1013,200,199,1,0
Max - Avg | HORIZONTAL - VERTICAL,1011,1022,197,196,1,0
Max - Avg | VERTICAL - HORIZONTAL,996,1006,188,187,0,1
Max - Gain | HORIZONTAL - VERTICAL,982,980,197,196,1,1
Max - Gain | VERTICAL - HORIZONTAL,939,932,182,181,0,3
Gain - Max | HORIZONTAL - VERTICAL,791,777,143,142,2,0
Gain - Max | VERTICAL - HORIZONTAL,981,993,200,199,1,1
Avg - Gain | HORIZONTAL - VERTICAL,990,941,193,192,0,2
Avg - Gain | VERTICAL - HORIZONTAL,956,923,189,188,1,1
Gain - Avg | HORIZONTAL - VERTICAL,556,549,92,91,1,0
Gain - Avg | VERTICAL - HORIZONTAL,900,918,175,174,0,1
Avg - Max | HORIZONTAL - VERTICAL,992,982,200,199,0,0
Avg - Max | VERTICAL - HORIZONTAL,932,914,166,165,0,0
Max - Avg | HORIZONTAL - VERTICAL,977,977,194,193,0,1
Max - Avg | VERTICAL - HORIZONTAL,985,981,198,197,0,2
Max - Gain | HORIZONTAL - VERTICAL,1054,1048,200,199,1,2
Max - Gain | VERTICAL - HORIZONTAL,1049,1053,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,911,897,155,154,1,0
Gain - Max | VERTICAL - HORIZONTAL,1047,1043,197,196,2,0
Avg - Gain | HORIZONTAL - VERTICAL,1061,1025,198,197,1,0
Avg - Gain | VERTICAL - HORIZONTAL,979,931,173,172,1,1
Gain - Avg | HORIZONTAL - VERTICAL,1008,1030,188,187,2,0
Gain - Avg | VERTICAL - HORIZONTAL,1008,1040,194,193,1,2
Avg - Max | HORIZONTAL - VERTICAL,1024,1015,184,183,1,0
Avg - Max | VERTICAL - HORIZONTAL,1054,1041,198,197,0,0
Max - Avg | HORIZONTAL - VERTICAL,1049,1053,200,199,0,1
Max - Avg | VERTICAL - HORIZONTAL,1044,1058,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,1000,988,200,199,1,1
Max - Gain | VERTICAL - HORIZONTAL,1000,977,198,197,0,2
Gain - Max | HORIZONTAL - VERTICAL,935,942,178,177,0,0
Gain - Max | VERTICAL - HORIZONTAL,665,657,107,106,1,0
Avg - Gain | HORIZONTAL - VERTICAL,978,937,189,188,1,1
Avg - Gain | VERTICAL - HORIZONTAL,1000,955,195,194,0,1
Gain - Avg | HORIZONTAL - VERTICAL,790,798,141,140,1,1
Gain - Avg | VERTICAL - HORIZONTAL,774,782,138,137,0,1
Avg - Max | HORIZONTAL - VERTICAL,984,962,188,187,2,0
Avg - Max | VERTICAL - HORIZONTAL,988,975,192,191,1,0
Max - Avg | HORIZONTAL - VERTICAL,984,990,195,194,1,0
Max - Avg | VERTICAL - HORIZONTAL,986,996,198,197,0,1
Max - Gain | HORIZONTAL - VERTICAL,1018,985,195,194,0,0
Max - Gain | VERTICAL - HORIZONTAL,1018,1000,197,196,0,3
Gain - Max | HORIZONTAL - VERTICAL,876,862,152,151,0,0
Gain - Max | VERTICAL - HORIZONTAL,727,718,119,118,0,1
Avg - Gain | HORIZONTAL - VERTICAL,926,885,168,167,1,0
Avg - Gain | VERTICAL - HORIZONTAL,874,862,154,153,0,1
Gain - Avg | HORIZONTAL - VERTICAL,550,551,83,82,0,0
Gain - Avg | VERTICAL - HORIZONTAL,946,946,181,180,1,0
Avg - Max | HORIZONTAL - VERTICAL,858,847,143,142,0,0
Avg - Max | VERTICAL - HORIZONTAL,999,982,186,185,1,1
Max - Avg | HORIZONTAL - VERTICAL,979,989,185,184,0,0
Max - Avg | VERTICAL - HORIZONTAL,998,1006,193,192,0,0
Max - Gain | HORIZONTAL - VERTICAL,965,953,194,193,2,0
Max - Gain | VERTICAL - HORIZONTAL,973,942,194,193,0,2
Gain - Max | HORIZONTAL - VERTICAL,947,963,193,192,2,0
Gain - Max | VERTICAL - HORIZONTAL,876,869,163,162,1,1
Avg - Gain | HORIZONTAL - VERTICAL,961,933,193,192,0,1
Avg - Gain | VERTICAL - HORIZONTAL,940,914,187,186,0,1
Gain - Avg | HORIZONTAL - VERTICAL,913,956,190,189,1,0
Gain - Avg | VERTICAL - HORIZONTAL,934,954,192,191,0,0
Avg - Max | HORIZONTAL - VERTICAL,927,906,173,172,0,0
Avg - Max | VERTICAL - HORIZONTAL,951,946,187,186,0,1
Max - Avg | HORIZONTAL - VERTICAL,919,930,175,174,0,0
Max - Avg | VERTICAL - HORIZONTAL,963,978,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,936,947,185,184,0,0
Max - Gain | VERTICAL - HORIZONTAL,979,952,196,195,0,0
Gain - Max | HORIZONTAL - VERTICAL,881,874,164,163,1,0
Gain - Max | VERTICAL - HORIZONTAL,949,951,189,188,0,1
Avg - Gain | HORIZONTAL - VERTICAL,962,910,186,185,0,0
Avg - Gain | VERTICAL - HORIZONTAL,952,926,189,188,0,1
Gain - Avg | HORIZONTAL - VERTICAL,835,843,161,160,2,0
Gain - Avg | VERTICAL - HORIZONTAL,726,715,123,122,0,0
Avg - Max | HORIZONTAL - VERTICAL,973,958,195,194,1,0
Avg - Max | VERTICAL - HORIZONTAL,965,935,185,184,0,1
Max - Avg | HORIZONTAL - VERTICAL,971,977,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,935,929,176,175,0,1
Max - Gain | HORIZONTAL - VERTICAL,1004,980,197,196,0,1
Max - Gain | VERTICAL - HORIZONTAL,1008,979,198,197,1,1
Gain - Max | HORIZONTAL - VERTICAL,996,998,200,199,2,0
Gain - Max | VERTICAL - HORIZONTAL,992,1002,200,199,1,1
Avg - Gain | HORIZONTAL - VERTICAL,1009,963,198,197,0,2
Avg - Gain | VERTICAL - HORIZONTAL,919,888,169,168,0,0
Gain - Avg | HORIZONTAL - VERTICAL,896,922,172,171,3,0
Gain - Avg | VERTICAL - HORIZONTAL,913,953,180,179,0,0
Avg - Max | HORIZONTAL - VERTICAL,982,980,192,191,0,0
Avg - Max | VERTICAL - HORIZONTAL,969,956,179,178,0,0
Max - Avg | HORIZONTAL - VERTICAL,993,1001,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,999,995,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,997,966,197,196,1,1
Max - Gain | VERTICAL - HORIZONTAL,992,981,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,971,962,189,188,1,0
Gain - Max | VERTICAL - HORIZONTAL,969,974,193,192,1,1
Avg - Gain | HORIZONTAL - VERTICAL,992,933,191,190,1,1
Avg - Gain | VERTICAL - HORIZONTAL,1025,942,198,197,0,0
Gain - Avg | HORIZONTAL - VERTICAL,923,960,184,183,2,0
Gain - Avg | VERTICAL - HORIZONTAL,851,868,160,159,0,1
Avg - Max | HORIZONTAL - VERTICAL,990,970,196,195,1,0
Avg - Max | VERTICAL - HORIZONTAL,995,978,200,199,0,0
Max - Avg | HORIZONTAL - VERTICAL,955,956,180,179,1,1
Max - Avg | VERTICAL - HORIZONTAL,982,985,198,197,0,1
Max - Gain | HORIZONTAL - VERTICAL,1053,1047,200,199,0,1
Max - Gain | VERTICAL - HORIZONTAL,1059,1031,197,196,0,2
Gain - Max | HORIZONTAL - VERTICAL,1007,1008,185,184,0,1
Gain - Max | VERTICAL - HORIZONTAL,703,696,110,109,0,2
Avg - Gain | HORIZONTAL - VERTICAL,1054,1004,192,191,2,0
Avg - Gain | VERTICAL - HORIZONTAL,1064,1025,197,196,1,1
Gain - Avg | HORIZONTAL - VERTICAL,1029,1071,200,199,2,1
Gain - Avg | VERTICAL - HORIZONTAL,903,922,157,156,1,1
Avg - Max | HORIZONTAL - VERTICAL,1062,1038,200,199,0,0
Avg - Max | VERTICAL - HORIZONTAL,1058,1036,198,197,1,0
Max - Avg | HORIZONTAL - VERTICAL,1040,1054,198,197,1,0
Max - Avg | VERTICAL - HORIZONTAL,1028,1039,191,190,0,1
Max - Gain | HORIZONTAL - VERTICAL,1042,1048,200,199,0,0
Max - Gain | VERTICAL - HORIZONTAL,1057,1033,200,199,0,0
Gain - Max | HORIZONTAL - VERTICAL,744,728,126,125,1,0
Gain - Max | VERTICAL - HORIZONTAL,1021,1028,193,192,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1039,1004,194,193,1,0
Avg - Gain | VERTICAL - HORIZONTAL,1022,985,191,190,0,1
Gain - Avg | HORIZONTAL - VERTICAL,994,1016,191,190,1,0
Gain - Avg | VERTICAL - HORIZONTAL,1036,1054,200,199,0,1
Avg - Max | HORIZONTAL - VERTICAL,1041,1029,194,193,2,0
Avg - Max | VERTICAL - HORIZONTAL,942,945,161,160,0,1
Max - Avg | HORIZONTAL - VERTICAL,1040,1035,196,195,0,0
Max - Avg | VERTICAL - HORIZONTAL,1042,1048,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,932,930,174,173,0,0
Max - Gain | VERTICAL - HORIZONTAL,989,987,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,668,656,106,105,1,0
Gain - Max | VERTICAL - HORIZONTAL,970,962,190,189,1,1
Avg - Gain | HORIZONTAL - VERTICAL,963,932,185,184,0,3
Avg - Gain | VERTICAL - HORIZONTAL,985,934,190,189,0,3
Gain - Avg | HORIZONTAL - VERTICAL,803,838,151,150,1,0
Gain - Avg | VERTICAL - HORIZONTAL,836,845,152,151,0,0
Avg - Max | HORIZONTAL - VERTICAL,966,953,183,182,0,0
Avg - Max | VERTICAL - HORIZONTAL,993,967,195,194,0,2
Max - Avg | HORIZONTAL - VERTICAL,987,985,198,197,1,0
Max - Avg | VERTICAL - HORIZONTAL,977,989,197,196,0,1
Max - Gain | HORIZONTAL - VERTICAL,1006,989,178,177,1,1
Max - Gain | VERTICAL - HORIZONTAL,1077,1059,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,1004,995,177,176,2,0
Gain - Max | VERTICAL - HORIZONTAL,1067,1069,200,199,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1023,982,184,183,0,3
Avg - Gain | VERTICAL - HORIZONTAL,1033,1001,184,183,0,2
Gain - Avg | HORIZONTAL - VERTICAL,924,933,163,162,2,0
Gain - Avg | VERTICAL - HORIZONTAL,785,796,132,131,0,0
Avg - Max | HORIZONTAL - VERTICAL,1053,1037,191,190,0,0
Avg - Max | VERTICAL - HORIZONTAL,1070,1055,198,197,0,0
Max - Avg | HORIZONTAL - VERTICAL,1059,1077,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,1067,1069,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,1003,981,200,199,0,2
Max - Gain | VERTICAL - HORIZONTAL,1002,972,198,197,0,2
Gain - Max | HORIZONTAL - VERTICAL,865,867,158,157,2,0
Gain - Max | VERTICAL - HORIZONTAL,968,992,195,194,1,0
Avg - Gain | HORIZONTAL - VERTICAL,896,888,165,164,2,0
Avg - Gain | VERTICAL - HORIZONTAL,977,938,189,188,1,1
Gain - Avg | HORIZONTAL - VERTICAL,807,803,144,143,1,1
Gain - Avg | VERTICAL - HORIZONTAL,769,769,141,140,0,0
Avg - Max | HORIZONTAL - VERTICAL,987,979,194,193,1,0
Avg - Max | VERTICAL - HORIZONTAL,977,956,183,182,0,0
Max - Avg | HORIZONTAL - VERTICAL,979,980,191,190,0,0
Max - Avg | VERTICAL - HORIZONTAL,988,996,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,1021,1010,200,199,0,0
Max - Gain | VERTICAL - HORIZONTAL,989,982,189,188,0,2
Gain - Max | HORIZONTAL - VERTICAL,877,863,158,157,2,0
Gain - Max | VERTICAL - HORIZONTAL,726,709,120,119,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1007,967,191,190,0,0
Avg - Gain | VERTICAL - HORIZONTAL,913,876,169,168,0,2
Gain - Avg | HORIZONTAL - VERTICAL,1004,1027,200,199,2,0
Gain - Avg | VERTICAL - HORIZONTAL,640,640,100,99,0,1
Avg - Max | HORIZONTAL - VERTICAL,1001,1002,193,192,1,0
Avg - Max | VERTICAL - HORIZONTAL,1020,1011,200,199,0,1
Max - Avg | HORIZONTAL - VERTICAL,997,995,187,186,1,0
Max - Avg | VERTICAL - HORIZONTAL,1004,1004,192,191,0,0
Max - Gain | HORIZONTAL - VERTICAL,972,957,188,187,1,0
Max - Gain | VERTICAL - HORIZONTAL,999,978,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,978,960,189,188,3,0
Gain - Max | VERTICAL - HORIZONTAL,855,849,153,152,0,0
Avg - Gain | HORIZONTAL - VERTICAL,947,904,181,180,0,1
Avg - Gain | VERTICAL - HORIZONTAL,980,938,191,190,0,1
Gain - Avg | HORIZONTAL - VERTICAL,867,897,170,169,1,0
Gain - Avg | VERTICAL - HORIZONTAL,877,891,166,165,0,1
Avg - Max | HORIZONTAL - VERTICAL,996,981,200,199,0,0
Avg - Max | VERTICAL - HORIZONTAL,964,958,183,182,0,0
Max - Avg | HORIZONTAL - VERTICAL,953,964,182,181,1,0
Max - Avg | VERTICAL - HORIZONTAL,965,961,184,183,1,0
Max - Gain | HORIZONTAL - VERTICAL,1007,995,198,197,2,1
Max - Gain | VERTICAL - HORIZONTAL,1012,999,200,199,0,0
Gain - Max | HORIZONTAL - VERTICAL,980,964,185,184,2,0
Gain - Max | VERTICAL - HORIZONTAL,839,827,146,145,1,0
Avg - Gain | HORIZONTAL - VERTICAL,992,943,186,185,0,2
Avg - Gain | VERTICAL - HORIZONTAL,990,945,188,187,0,1
Gain - Avg | HORIZONTAL - VERTICAL,798,817,148,147,1,0
Gain - Avg | VERTICAL - HORIZONTAL,993,1018,200,199,0,1
Avg - Max | HORIZONTAL - VERTICAL,976,956,180,179,0,0
Avg - Max | VERTICAL - HORIZONTAL,1013,998,200,199,1,1
Max - Avg | HORIZONTAL - VERTICAL,974,998,188,187,1,0
Max - Avg | VERTICAL - HORIZONTAL,987,1000,192,191,0,0
Max - Gain | HORIZONTAL - VERTICAL,929,919,180,179,0,2
Max - Gain | VERTICAL - HORIZONTAL,923,917,176,175,0,0
Gain - Max | HORIZONTAL - VERTICAL,987,978,200,199,1,0
Gain - Max | VERTICAL - HORIZONTAL,773,770,135,134,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1001,936,195,194,0,1
Avg - Gain | VERTICAL - HORIZONTAL,943,908,182,181,0,1
Gain - Avg | HORIZONTAL - VERTICAL,904,941,182,181,1,0
Gain - Avg | VERTICAL - HORIZONTAL,553,547,85,84,0,0
Avg - Max | HORIZONTAL - VERTICAL,970,962,189,188,1,0
Avg - Max | VERTICAL - HORIZONTAL,988,968,197,196,0,0
Max - Avg | HORIZONTAL - VERTICAL,972,972,193,192,0,0
Max - Avg | VERTICAL - HORIZONTAL,899,904,159,158,0,0
Max - Gain | HORIZONTAL - VERTICAL,1031,993,200,199,1,0
Max - Gain | VERTICAL - HORIZONTAL,1020,995,197,196,0,1
Gain - Max | HORIZONTAL - VERTICAL,882,875,157,156,0,0
Gain - Max | VERTICAL - HORIZONTAL,949,947,174,173,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1025,971,196,195,0,1
Avg - Gain | VERTICAL - HORIZONTAL,1026,978,196,195,0,3
Gain - Avg | HORIZONTAL - VERTICAL,678,692,113,112,0,2
Gain - Avg | VERTICAL - HORIZONTAL,960,1002,191,190,1,1
Avg - Max | HORIZONTAL - VERTICAL,994,989,187,186,1,0
Avg - Max | VERTICAL - HORIZONTAL,1015,991,194,193,0,0
Max - Avg | HORIZONTAL - VERTICAL,996,1004,192,191,0,0
Max - Avg | VERTICAL - HORIZONTAL,973,987,180,179,0,1
Max - Gain | HORIZONTAL - VERTICAL,999,988,185,184,1,1
Max - Gain | VERTICAL - HORIZONTAL,1037,1032,200,199,0,0
Gain - Max | HORIZONTAL - VERTICAL,823,805,143,142,2,0
Gain - Max | VERTICAL - HORIZONTAL,1030,1039,200,199,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1050,1008,198,197,0,1
Avg - Gain | VERTICAL - HORIZONTAL,936,918,169,168,0,2
Gain - Avg | HORIZONTAL - VERTICAL,925,945,168,167,2,0
Gain - Avg | VERTICAL - HORIZONTAL,998,1039,195,194,1,0
Avg - Max | HORIZONTAL - VERTICAL,1008,983,181,180,2,0
Avg - Max | VERTICAL - HORIZONTAL,1025,1007,190,189,0,1
Max - Avg | HORIZONTAL - VERTICAL,1018,1023,191,190,0,0
Max - Avg | VERTICAL - HORIZONTAL,1028,1041,200,199,0,0
Max - Gain | HORIZONTAL - VERTICAL,1037,1025,196,195,1,2
Max - Gain | VERTICAL - HORIZONTAL,1055,1026,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,1020,1030,192,191,1,0
Gain - Max | VERTICAL - HORIZONTAL,1003,998,186,185,2,1
Avg - Gain | HORIZONTAL - VERTICAL,1005,969,183,182,1,1
Avg - Gain | VERTICAL - HORIZONTAL,1046,1001,196,195,0,1
Gain - Avg | HORIZONTAL - VERTICAL,960,988,181,180,0,0
Gain - Avg | VERTICAL - HORIZONTAL,879,877,155,154,0,2
Avg - Max | HORIZONTAL - VERTICAL,1017,1004,185,184,1,0
Avg - Max | VERTICAL - HORIZONTAL,1047,1034,200,199,0,1
Max - Avg | HORIZONTAL - VERTICAL,1035,1046,200,199,0,0
Max - Avg | VERTICAL - HORIZONTAL,1020,1033,193,192,0,1
Max - Gain | HORIZONTAL - VERTICAL,984,975,200,199,0,2
Max - Gain | VERTICAL - HORIZONTAL,957,962,189,188,0,2
Gain - Max | HORIZONTAL - VERTICAL,653,641,106,105,1,0
Gain - Max | VERTICAL - HORIZONTAL,932,933,183,182,0,0
Avg - Gain | HORIZONTAL - VERTICAL,940,909,183,182,1,1
Avg - Gain | VERTICAL - HORIZONTAL,1002,938,196,195,0,2
Gain - Avg | HORIZONTAL - VERTICAL,576,586,96,95,0,0
Gain - Avg | VERTICAL - HORIZONTAL,923,948,187,186,1,0
Avg - Max | HORIZONTAL - VERTICAL,986,973,200,199,1,0
Avg - Max | VERTICAL - HORIZONTAL,962,945,183,182,0,0
Max - Avg | HORIZONTAL - VERTICAL,965,978,193,192,1,1
Max - Avg | VERTICAL - HORIZONTAL,951,959,185,184,0,1
Max - Gain | HORIZONTAL - VERTICAL,980,961,198,197,0,1
Max - Gain | VERTICAL - HORIZONTAL,987,962,200,199,0,0
Gain - Max | HORIZONTAL - VERTICAL,914,927,179,178,2,0
Gain - Max | VERTICAL - HORIZONTAL,922,921,181,180,0,1
Avg - Gain | HORIZONTAL - VERTICAL,984,929,194,193,0,1
Avg - Gain | VERTICAL - HORIZONTAL,914,883,177,176,0,1
Gain - Avg | HORIZONTAL - VERTICAL,956,993,200,199,1,0
Gain - Avg | VERTICAL - HORIZONTAL,946,984,196,195,1,0
Avg - Max | HORIZONTAL - VERTICAL,969,954,190,189,0,0
Avg - Max | VERTICAL - HORIZONTAL,984,965,200,199,0,1
Max - Avg | HORIZONTAL - VERTICAL,946,942,181,180,0,0
Max - Avg | VERTICAL - HORIZONTAL,968,969,196,195,0,0
Max - Gain | HORIZONTAL - VERTICAL,1009,979,198,197,0,3
Max - Gain | VERTICAL - HORIZONTAL,1015,982,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,988,998,196,195,2,0
Gain - Max | VERTICAL - HORIZONTAL,799,786,135,134,0,0
Avg - Gain | HORIZONTAL - VERTICAL,938,921,179,178,0,0
Avg - Gain | VERTICAL - HORIZONTAL,931,907,178,177,0,2
Gain - Avg | HORIZONTAL - VERTICAL,885,928,175,174,0,0
Gain - Avg | VERTICAL - HORIZONTAL,850,848,154,153,1,0
Avg - Max | HORIZONTAL - VERTICAL,995,979,193,192,0,0
Avg - Max | VERTICAL - HORIZONTAL,977,966,185,184,1,0
Max - Avg | HORIZONTAL - VERTICAL,985,982,191,190,0,0
Max - Avg | VERTICAL - HORIZONTAL,987,992,195,194,0,1
Max - Gain | HORIZONTAL - VERTICAL,959,925,186,185,1,1
Max - Gain | VERTICAL - HORIZONTAL,982,981,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,769,764,141,140,2,0
Gain - Max | VERTICAL - HORIZONTAL,972,983,198,197,0,1
Avg - Gain | HORIZONTAL - VERTICAL,1006,957,200,199,0,0
Avg - Gain | VERTICAL - HORIZONTAL,1001,944,198,197,1,2
Gain - Avg | HORIZONTAL - VERTICAL,922,930,183,182,1,1
Gain - Avg | VERTICAL - HORIZONTAL,873,893,172,171,1,0
Avg - Max | HORIZONTAL - VERTICAL,987,969,197,196,1,1
Avg - Max | VERTICAL - HORIZONTAL,986,964,195,194,0,0
Max - Avg | HORIZONTAL - VERTICAL,954,965,186,185,1,0
Max - Avg | VERTICAL - HORIZONTAL,977,986,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,1002,972,192,191,1,1
Max - Gain | VERTICAL - HORIZONTAL,925,938,170,169,0,1
Gain - Max | HORIZONTAL - VERTICAL,999,1003,196,195,1,0
Gain - Max | VERTICAL - HORIZONTAL,936,914,169,168,1,0
Avg - Gain | HORIZONTAL - VERTICAL,978,949,187,186,1,0
Avg - Gain | VERTICAL - HORIZONTAL,1012,967,196,195,1,2
Gain - Avg | HORIZONTAL - VERTICAL,933,951,180,179,1,0
Gain - Avg | VERTICAL - HORIZONTAL,920,958,180,179,1,2
Avg - Max | HORIZONTAL - VERTICAL,1015,997,198,197,1,0
Avg - Max | VERTICAL - HORIZONTAL,1006,998,196,195,0,1
Max - Avg | HORIZONTAL - VERTICAL,1009,1009,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,997,1010,197,196,0,1
Max - Gain | HORIZONTAL - VERTICAL,956,938,198,197,0,0
Max - Gain | VERTICAL - HORIZONTAL,966,932,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,869,870,173,172,3,0
Gain - Max | VERTICAL - HORIZONTAL,925,967,198,197,1,2
Avg - Gain | HORIZONTAL - VERTICAL,927,896,186,185,2,0
Avg - Gain | VERTICAL - HORIZONTAL,890,867,174,173,0,1
Gain - Avg | HORIZONTAL - VERTICAL,856,870,170,169,2,0
Gain - Avg | VERTICAL - HORIZONTAL,938,960,200,199,2,0
Avg - Max | HORIZONTAL - VERTICAL,961,937,200,199,0,0
Avg - Max | VERTICAL - HORIZONTAL,942,936,193,192,0,2
Max - Avg | HORIZONTAL - VERTICAL,939,943,194,193,0,0
Max - Avg | VERTICAL - HORIZONTAL,946,952,200,199,0,3
Max - Gain | HORIZONTAL - VERTICAL,1004,991,200,199,2,2
Max - Gain | VERTICAL - HORIZONTAL,993,995,198,197,0,1
Gain - Max | HORIZONTAL - VERTICAL,991,991,198,197,0,0
Gain - Max | VERTICAL - HORIZONTAL,1006,989,200,199,0,0
Avg - Gain | HORIZONTAL - VERTICAL,972,947,189,188,1,1
Avg - Gain | VERTICAL - HORIZONTAL,920,881,170,169,0,2
Gain - Avg | HORIZONTAL - VERTICAL,972,1023,200,199,1,1
Gain - Avg | VERTICAL - HORIZONTAL,991,1004,200,199,1,2
Avg - Max | HORIZONTAL - VERTICAL,1003,992,200,199,0,1
Avg - Max | VERTICAL - HORIZONTAL,987,971,189,188,0,1
Max - Avg | HORIZONTAL - VERTICAL,990,1005,200,199,2,0
Max - Avg | VERTICAL - HORIZONTAL,976,978,189,188,0,2
Max - Gain | HORIZONTAL - VERTICAL,917,914,183,182,0,1
Max - Gain | VERTICAL - HORIZONTAL,970,949,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,856,849,167,166,2,0
Gain - Max | VERTICAL - HORIZONTAL,950,950,195,194,2,0
Avg - Gain | HORIZONTAL - VERTICAL,929,898,183,182,0,2
Avg - Gain | VERTICAL - HORIZONTAL,917,877,184,183,1,0
Gain - Avg | HORIZONTAL - VERTICAL,628,630,109,108,0,0
Gain - Avg | VERTICAL - HORIZONTAL,761,774,138,137,0,1
Avg - Max | HORIZONTAL - VERTICAL,945,926,185,184,0,0
Avg - Max | VERTICAL - HORIZONTAL,908,897,172,171,0,1
Max - Avg | HORIZONTAL - VERTICAL,952,953,196,195,1,0
Max - Avg | VERTICAL - HORIZONTAL,956,963,200,199,0,0
Max - Gain | HORIZONTAL - VERTICAL,995,985,200,199,0,3
Max - Gain | VERTICAL - HORIZONTAL,1006,974,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,604,600,100,99,1,0
Gain - Max | VERTICAL - HORIZONTAL,785,773,137,136,2,0
Avg - Gain | HORIZONTAL - VERTICAL,1015,940,196,195,2,0
Avg - Gain | VERTICAL - HORIZONTAL,974,948,191,190,0,2
Gain - Avg | HORIZONTAL - VERTICAL,756,763,136,135,1,0
Gain - Avg | VERTICAL - HORIZONTAL,841,849,160,159,2,1
Avg - Max | HORIZONTAL - VERTICAL,996,973,196,195,1,0
Avg - Max | VERTICAL - HORIZONTAL,1001,979,200,199,1,0
Max - Avg | HORIZONTAL - VERTICAL,974,973,191,190,0,0
Max - Avg | VERTICAL - HORIZONTAL,959,970,184,183,0,0
Max - Gain | HORIZONTAL - VERTICAL,975,954,198,197,1,1
Max - Gain | VERTICAL - HORIZONTAL,977,959,200,199,0,3
Gain - Max | HORIZONTAL - VERTICAL,952,954,191,190,4,0
Gain - Max | VERTICAL - HORIZONTAL,939,931,185,184,0,1
Avg - Gain | HORIZONTAL - VERTICAL,979,924,195,194,2,0
Avg - Gain | VERTICAL - HORIZONTAL,955,920,189,188,0,2
Gain - Avg | HORIZONTAL - VERTICAL,952,972,198,197,1,0
Gain - Avg | VERTICAL - HORIZONTAL,914,924,180,179,0,2
Avg - Max | HORIZONTAL - VERTICAL,978,958,200,199,1,0
Avg - Max | VERTICAL - HORIZONTAL,908,906,167,166,0,1
Max - Avg | HORIZONTAL - VERTICAL,962,967,198,197,1,0
Max - Avg | VERTICAL - HORIZONTAL,962,974,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,1014,972,198,197,0,0
Max - Gain | VERTICAL - HORIZONTAL,1003,961,192,191,0,0
Gain - Max | HORIZONTAL - VERTICAL,802,798,143,142,0,0
Gain - Max | VERTICAL - HORIZONTAL,988,1001,198,197,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1001,945,192,191,0,1
Avg - Gain | VERTICAL - HORIZONTAL,1009,955,198,197,0,1
Gain - Avg | HORIZONTAL - VERTICAL,981,1013,200,199,1,0
Gain - Avg | VERTICAL - HORIZONTAL,976,1018,200,199,2,0
Avg - Max | HORIZONTAL - VERTICAL,965,948,179,178,0,0
Avg - Max | VERTICAL - HORIZONTAL,1002,992,200,199,0,0
Max - Avg | HORIZONTAL - VERTICAL,996,998,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,984,990,193,192,0,0
Max - Gain | HORIZONTAL - VERTICAL,975,945,200,199,0,1
Max - Gain | VERTICAL - HORIZONTAL,968,947,198,197,0,1
Gain - Max | HORIZONTAL - VERTICAL,853,857,163,162,2,0
Gain - Max | VERTICAL - HORIZONTAL,942,962,195,194,1,1
Avg - Gain | HORIZONTAL - VERTICAL,908,868,178,177,0,2
Avg - Gain | VERTICAL - HORIZONTAL,897,864,175,174,0,2
Gain - Avg | HORIZONTAL - VERTICAL,869,869,167,166,1,0
